code,title,sense,original,max_similarity,avg_similarity
15-1252,room decorator,interior_designer.n.01,room_decorator,0.0006254523455812522,0.00013752278775872354
15-1252,medical specialist,specialist.n.02,medical_specialist,0.008060290990105062,0.0008053223430187578
15-1252,specialist,specialist.n.02,specialist,2.2288297690607073e-06,2.9372650420761693e-07
15-1252,engineer,engineer.n.02,engineer,2.329629370766047e-06,1.364879946808742e-07
15-1252,engine driver,engineer.n.02,engine_driver,0.00010832518833804146,1.3051057316125684e-05
15-1252,designer,interior_designer.n.01,designer,3.2737034963875926e-05,4.082403705810012e-06
15-1252,locomotive engineer,engineer.n.02,locomotive_engineer,1.6425940342097174e-05,2.3762748316251682e-06
15-1252,architect,architect.n.01,architect,7.379015345325965e-08,6.368961548513696e-09
15-1252,designer,architect.n.01,designer,3.2737034963875926e-05,4.082403705810012e-06
15-1252,anaesthetist,anesthesiologist.n.01,anaesthetist,0.0003940996206364264,0.00011072968131700306
15-1252,anesthetist,anesthesiologist.n.01,anesthetist,0.00042498343292279904,0.00010352166697002036
15-1252,anesthesiologist,anesthesiologist.n.01,anesthesiologist,0.00034953737914438415,8.815015197103535e-05
15-1252,pediatrician,baby_doctor.n.01,pediatrician,0.00023811666890446187,5.3642871847673516e-05
15-1252,railroad engineer,engineer.n.02,railroad_engineer,4.524724366021662e-05,5.377422969667004e-06
15-1252,decorator,interior_designer.n.01,decorator,0.00012217418252059847,3.0663727302094615e-05
15-1252,interior decorator,interior_designer.n.01,interior_decorator,0.00043515014774597613,0.00010975891895506736
15-1252,house decorator,interior_designer.n.01,house_decorator,0.0008824507616044105,0.0001755031720066635
15-1252,embedded system software developer,implant.v.01 system.n.08 software.n.01 developer.n.02,embedded_systems_software_developer,1.0,1.0
15-1252,enterprise system engineer,enterprise.n.03 system.n.08 engineer.n.02,enterprise_systems_engineer,1.0,1.0
15-1252,mobile application developer,mobile.s.04 lotion.n.02 developer.n.02,mobile_applications_developer,1.0,1.0
15-1252,software application architect,software.n.01 lotion.n.02 architect.n.01,software_applications_architect,1.0,1.0
15-1252,software application designer,software.n.01 lotion.n.02 interior_designer.n.01,software_applications_designer,1.0,1.0
15-1252,software application engineer,software.n.01 lotion.n.02 mastermind.v.01,software_applications_engineer,1.0,1.0
15-1252,programmer,programmer.n.01,programmer,0.0020356009919188667,0.00016596625859377037
15-1252,computer programmer,programmer.n.01,computer_programmer,0.07344361506238646,0.008256167022963296
15-1252,software engineer,programmer.n.01,software_engineer,1.0,1.0
15-1252,coder,programmer.n.01,coder,0.009651796460102644,0.001658023727160711
15-1252,software system engineer,software.n.01 system.n.08 mastermind.v.01,software_systems_engineer,1.0,1.0
15-1252,system software designer,system.n.08 software.n.01 interior_designer.n.01,systems_software_designer,1.0,1.0
15-1252,system software developer,system.n.08 software.n.01 developer.n.02,systems_software_developer,1.0,1.0
15-1252,system software specialist,system.n.08 software.n.01 specialist.n.02,systems_software_specialist,1.0,1.0
15-1252,developer,developer.n.02,developer,0.0017832145760908122,0.00029927338890108193
15-1252,baby doctor,baby_doctor.n.01,baby_doctor,0.00017333328526755666,7.027075336534331e-05
15-1252,radiotherapist,radiologist.n.01,radiotherapist,0.0013609403904128686,0.00023514289746630888
15-1252,heart surgeon,cardiologist.n.01,heart_surgeon,0.00017087791419462175,5.304650053575644e-05
15-1252,cardiologist,cardiologist.n.01,cardiologist,0.0001589167907456681,3.100529200053555e-05
15-1252,haematologist,hematologist.n.01,haematologist,8.109130775915989e-05,1.5869936379683475e-05
15-1252,neurologist,neurologist.n.01,neurologist,0.00032166600299021313,7.235790633361781e-05
15-1252,brain doctor,neurologist.n.01,brain_doctor,0.0001912842481501069,5.879600132013264e-05
15-1252,obstetrician,obstetrician.n.01,obstetrician,9.25020701842279e-05,3.1493870998815686e-05
15-1252,accoucheur,obstetrician.n.01,accoucheur,2.365688896014422e-06,1.0401593230868649e-06
15-1252,oncologist,oncologist.n.01,oncologist,5.3295616652500915e-06,9.175632177231604e-07
15-1252,hematologist,hematologist.n.01,hematologist,9.875665051431093e-05,2.7358511058776835e-05
15-1252,eye doctor,ophthalmologist.n.01,eye_doctor,0.00011954877950548257,2.990214887777431e-05
15-1252,orthopedist,orthopedist.n.01,orthopedist,4.2248783899518735e-05,1.1010463692100245e-05
15-1252,orthopaedist,orthopedist.n.01,orthopaedist,1.6472216387882396e-05,4.564274629717958e-06
15-1252,orthoptist,orthoptist.n.01,orthoptist,1.6903599079265163e-06,6.061004729101545e-07
15-1252,proctologist,proctologist.n.01,proctologist,0.0001778631733482471,5.134539881056321e-05
15-1252,psychiatrist,psychiatrist.n.01,psychiatrist,1.4126364212219247e-08,2.5213967946732387e-09
15-1252,radiographer,radiographer.n.01,radiographer,0.0011406895141107,0.0001814455707826983
15-1252,ophthalmologist,ophthalmologist.n.01,ophthalmologist,2.3975431317509817e-06,4.6008286936556444e-07
15-1252,heart specialist,cardiologist.n.01,heart_specialist,0.0010287176944914398,0.0001477288108855758
15-1252,gynecologist,gynecologist.n.01,gynecologist,0.0002852611518134397,6.644164406214124e-05
15-1252,gerontologist,gerontologist.n.01,gerontologist,7.974263432386371e-05,3.172892093302709e-05
15-1252,chiropodist,chiropodist.n.01,chiropodist,0.0004770290947661592,0.00011110864560306726
15-1252,podiatrist,chiropodist.n.01,podiatrist,0.00010401357847894868,3.4624663167453805e-05
15-1252,dermatologist,dermatologist.n.01,dermatologist,0.0001976058723623341,4.7749258715276504e-05
15-1252,pathologist,diagnostician.n.01,pathologist,0.0003774405150061916,6.06780991557186e-05
15-1252,diagnostician,diagnostician.n.01,diagnostician,0.003329563799715023,0.0007746940191037911
15-1252,diplomate,diplomate.n.01,diplomate,3.076388181278808e-05,5.607561978935158e-06
15-1252,woman 's s doctor,gynecologist.n.01,woman's_doctor,3.0519156114347385e-05,8.889609613333823e-06
15-1252,ear specialist,ear_doctor.n.01,ear_specialist,0.004712746406283754,0.0006175399984457991
15-1252,otologist,ear_doctor.n.01,otologist,0.00023636647355200849,4.701942670479152e-05
15-1252,embryologist,embryologist.n.01,embryologist,0.0005104398550723722,0.0001379455558147182
15-1252,endocrinologist,endocrinologist.n.01,endocrinologist,0.0002191042951024299,6.697294296893485e-05
15-1252,otorhinolaryngologist,ent_man.n.01,otorhinolaryngologist,1.1510703468533015e-05,2.973685475823373e-06
15-1252,ear - nose - and - throat doctor,ent_man.n.01,ear-nose-and-throat_doctor,3.204628146203693e-05,1.4720503001259777e-05
15-1252,otolaryngologist,ent_man.n.01,otolaryngologist,3.725502181885392e-06,9.898093383223011e-07
15-1252,rhinolaryngologist,ent_man.n.01,rhinolaryngologist,2.0600094942871147e-05,4.914530971761218e-06
15-1252,ear doctor,ear_doctor.n.01,ear_doctor,9.757194396793155e-05,3.4467521401879104e-05
15-1252,foot doctor,chiropodist.n.01,foot_doctor,7.998014465599678e-05,3.0526235419101916e-05
15-1253,cardiologist,cardiologist.n.01,cardiologist,7.848770701292568e-06,3.438726972812606e-06
15-1253,heart specialist,cardiologist.n.01,heart_specialist,0.0004885799650811782,0.00018379096180238676
15-1253,chiropodist,chiropodist.n.01,chiropodist,0.00012451986336241522,5.2029689842079245e-05
15-1253,anaesthetist,anesthesiologist.n.01,anaesthetist,0.00018833542534796608,0.00012441597249744995
15-1253,anesthetist,anesthesiologist.n.01,anesthetist,0.00020371346986344785,0.00012920788544632254
15-1253,radiotherapist,radiologist.n.01,radiotherapist,0.0004358351241067148,0.00020964346429125022
15-1253,radiologist,radiologist.n.01,radiologist,5.3993665820922e-05,1.6801623155656722e-05
15-1253,radiographer,radiographer.n.01,radiographer,0.0006451018239635046,0.00017919541588870484
15-1253,psychiatrist,psychiatrist.n.01,psychiatrist,1.2852620824409356e-10,3.767498679013929e-11
15-1253,proctologist,proctologist.n.01,proctologist,5.791530717851351e-05,2.008806471874068e-05
15-1253,orthoptist,orthoptist.n.01,orthoptist,8.451343214351859e-07,3.907595198843907e-07
15-1253,orthopaedist,orthopedist.n.01,orthopaedist,2.0534877516695416e-05,9.039357855324501e-06
15-1253,orthopedist,orthopedist.n.01,orthopedist,2.0706700432633848e-05,1.320018912014602e-05
15-1253,ophthalmologist,ophthalmologist.n.01,ophthalmologist,3.2642265966883264e-06,1.1821597400760315e-06
15-1253,ear - nose - and - throat doctor,ent_man.n.01,ear-nose-and-throat_doctor,0.0005346036785853277,0.00014534679908312042
15-1253,otorhinolaryngologist,ent_man.n.01,otorhinolaryngologist,6.787546539979022e-06,3.384838206280301e-06
15-1253,endocrinologist,endocrinologist.n.01,endocrinologist,9.24133527587146e-05,5.255044779429486e-05
15-1253,embryologist,embryologist.n.01,embryologist,5.6999606030518406e-05,2.058092099164927e-05
15-1253,otologist,ear_doctor.n.01,otologist,3.040495345791421e-05,1.1498724752523287e-05
15-1253,foot doctor,chiropodist.n.01,foot_doctor,0.00017247701065877173,9.519422480690002e-05
15-1253,ear doctor,ear_doctor.n.01,ear_doctor,0.00012940346540065957,7.658428826406696e-05
15-1253,ear specialist,ear_doctor.n.01,ear_specialist,0.0011201228054796236,0.000378270801000962
15-1253,diplomate,diplomate.n.01,diplomate,2.468466428716742e-06,1.271989848904705e-06
15-1253,diagnostician,diagnostician.n.01,diagnostician,0.0013705981975939824,0.0006035661970540612
15-1253,pathologist,diagnostician.n.01,pathologist,5.288372477756566e-05,1.869117470158285e-05
15-1253,dermatologist,dermatologist.n.01,dermatologist,3.070910558109185e-05,1.3556850531483712e-05
15-1253,specialist,specialist.n.02,specialist,4.847818525511756e-08,1.504050893287909e-08
15-1253,podiatrist,chiropodist.n.01,podiatrist,7.825158446673757e-05,2.907588361631681e-05
15-1253,rheumatologist,rheumatologist.n.01,rheumatologist,7.566176334512008e-05,3.822908679647517e-05
15-1253,otolaryngologist,ent_man.n.01,otolaryngologist,2.3491926094674733e-06,1.1976809076086856e-06
15-1253,software quality engineer,software.n.01 timbre.n.01 engineer.n.02,software_quality_engineer,1.0,1.0
15-1253,software test engineer,software.n.01 trial.n.02 engineer.n.02,software_test_engineer,1.0,1.0
15-1253,technician,technician.n.02,technician,8.882052079686987e-09,2.1219005245315143e-09
15-1253,tester,tester.n.02,tester,0.0033156875911541433,0.0007756082922895043
15-1253,engineer,engineer.n.02,engineer,4.4607670474335855e-08,8.9159624047534e-09
15-1253,engine driver,engineer.n.02,engine_driver,4.347882231931224e-05,1.3500914583528398e-05
15-1253,locomotive engineer,engineer.n.02,locomotive_engineer,4.001134489009446e-06,1.1087608702490377e-06
15-1253,railroad engineer,engineer.n.02,railroad_engineer,2.8381066093644687e-06,9.132060335193122e-07
15-1253,medical specialist,specialist.n.02,medical_specialist,0.0013288165677865867,0.0003810731672225303
15-1253,software quality assurance analyst and tester,software.n.01 timbre.n.01 assurance.n.04 analyst.n.03 tester.n.02,software_quality_assurance_analysts_and_testers,1.0,1.0
15-1253,eye doctor,ophthalmologist.n.01,eye_doctor,0.00016270304750569362,7.004912845920992e-05
15-1253,oncologist,oncologist.n.01,oncologist,2.787477765665915e-07,1.0722144534390963e-07
15-1253,accoucheur,obstetrician.n.01,accoucheur,4.1842810111064625e-06,2.184845269487715e-06
15-1253,obstetrician,obstetrician.n.01,obstetrician,6.456022968371777e-05,3.70940361196359e-05
15-1253,brain doctor,neurologist.n.01,brain_doctor,0.00011209102263480571,4.9864425197217024e-05
15-1253,neurologist,neurologist.n.01,neurologist,4.6026517883663867e-05,1.9033016132468044e-05
15-1253,hygienist,hygienist.n.01,hygienist,0.0009169016899245571,0.0003071387295429044
15-1253,haematologist,hematologist.n.01,haematologist,9.395998572894458e-06,4.74522975374466e-06
15-1253,hematologist,hematologist.n.01,hematologist,3.119632529272047e-05,1.4003940846166549e-05
15-1253,gynecologist,gynecologist.n.01,gynecologist,3.658164504856441e-05,2.1884234498542287e-05
15-1253,woman 's s doctor,gynecologist.n.01,woman's_doctor,3.748794347771411e-05,1.8147197017226255e-05
15-1253,gerontologist,gerontologist.n.01,gerontologist,5.1487574285662546e-05,2.6718898368928782e-05
15-1253,rhinolaryngologist,ent_man.n.01,rhinolaryngologist,1.3387475322215628e-05,5.60446945127769e-06
15-1253,urologist,urologist.n.01,urologist,2.1870994763368757e-05,8.753186307358047e-06
15-1253,software quality control specialist,software.n.01 timbre.n.01 restraint.n.02 specialist.n.02,software_quality_control_specialist,1.0,1.0
15-1253,software quality assurance technician,software.n.01 timbre.n.01 assurance.n.04 technician.n.02,software_quality_assurance_technician,1.0,1.0
15-1253,heart surgeon,cardiologist.n.01,heart_surgeon,0.00012305766541773077,4.865662277038665e-05
15-1253,baby doctor,baby_doctor.n.01,baby_doctor,0.00017143483199604442,8.395313475390973e-05
15-1253,pediatrician,baby_doctor.n.01,pediatrician,3.0926216705131834e-05,1.57399987245032e-05
15-1253,anesthesiologist,anesthesiologist.n.01,anesthesiologist,0.00011417642893689678,8.09691183604008e-05
15-1254,landscapist,landscape_architect.n.01,landscapist,0.0014319412378814838,0.0006248373092268308
15-1254,web developer,world_wide_web.n.01 developer.n.02,web_developer,1.0,1.0
15-1254,intranet developer,intranet.n.01 developer.n.02,intranet_developer,1.0,1.0
15-1254,web application developer,world_wide_web.n.01 lotion.n.02 developer.n.02,web_applications_developer,1.0,1.0
15-1254,web architect,world_wide_web.n.01 architect.n.01,web_architect,1.0,1.0
15-1254,web content developer,world_wide_web.n.01 subject.n.02 developer.n.02,web_content_developer,1.0,1.0
15-1254,developer,developer.n.02,developer,0.0054896181295197,0.0011750417967795882
15-1254,architect,architect.n.01,architect,5.925572151635331e-08,1.2319126513058761e-08
15-1254,designer,architect.n.01,designer,2.7191155800127016e-05,8.514166593374016e-06
15-1254,web developer,world_wide_web.n.01 developer.n.02,web_developers,1.0,1.0
15-1254,landscaper,landscape_architect.n.01,landscaper,0.0008845606026947037,0.00027980725194733325
15-1254,landscape architect,landscape_architect.n.01,landscape_architect,0.00012886013839627394,4.957807669935543e-05
15-1254,landscape gardener,landscape_architect.n.01,landscape_gardener,2.971784905827915e-05,1.4682380733833093e-05
15-1255,psychiatrist,psychiatrist.n.01,psychiatrist,2.0888366305207503e-08,6.472371846931589e-09
15-1255,ear - nose - and - throat doctor,ent_man.n.01,ear-nose-and-throat_doctor,0.005373577330005453,0.0013883160654945942
15-1255,otolaryngologist,ent_man.n.01,otolaryngologist,9.02590551719637e-06,3.51396997098359e-06
15-1255,rhinolaryngologist,ent_man.n.01,rhinolaryngologist,4.722361994256903e-05,1.6057127057393048e-05
15-1255,gerontologist,gerontologist.n.01,gerontologist,0.0003467453032902953,0.00010878748857406626
15-1255,woman 's s doctor,gynecologist.n.01,woman's_doctor,0.00018837246671079435,5.682591887713718e-05
15-1255,gynecologist,gynecologist.n.01,gynecologist,0.00027345072487752986,0.00010232233980024304
15-1255,hematologist,hematologist.n.01,hematologist,7.492670877403677e-05,3.0196657705635102e-05
15-1255,haematologist,hematologist.n.01,haematologist,2.662186009674285e-05,1.2375665527854133e-05
15-1255,hygienist,hygienist.n.01,hygienist,0.0010031248356675588,0.0004628669133483821
15-1255,neurologist,neurologist.n.01,neurologist,0.00011619670651385771,5.616080439368315e-05
15-1255,brain doctor,neurologist.n.01,brain_doctor,0.00032743450311614324,0.00017161111583075445
15-1255,obstetrician,obstetrician.n.01,obstetrician,0.00015763774161598566,6.973005101799388e-05
15-1255,oncologist,oncologist.n.01,oncologist,2.6211960578680067e-06,8.287676818209706e-07
15-1255,eye doctor,ophthalmologist.n.01,eye_doctor,0.00018672837296568117,0.00012184452569496756
