code,title,sense,original
19-5011,environmental health sanitarian,,environmental_health_sanitarian
19-5011,certified professional ergonomist,,certified_professional_ergonomist
19-5011,occupational health and safety specialist,,occupational_health_and_safety_specialists
19-5011,industrial safety and health specialist,,industrial_safety_and_health_specialist
19-5011,radiological health specialist,,radiological_health_specialist
19-5012,ergonomic technician,,ergonomics_technician
19-5012,occupational health and safety technologist,,occupational_health_and_safety_technologist
19-5012,occupational health and safety technician,,occupational_health_and_safety_technicians
19-5012,environmental health technologist,,environmental_health_technologist
19-5012,technician,,technician
19-5012,technologist,,technologist
19-5012,construction health and safety technician,,construction_health_and_safety_technician
21-1011,addiction therapist,,addiction_therapist
21-1011,substance abuse and behavioral disorder counselor,,substance_abuse_and_behavioral_disorder_counselors
21-1011,substance abuse counselor,,substance_abuse_counselor
21-1011,counselor,,counselor
21-1011,drug counselor,,drug_counselor
21-1011,certified alcohol and drug counselor,,certified_alcohol_and_drug_counselor
21-1011,addiction counselor,,addiction_counselor
21-1011,therapist,,therapist
21-1011,drug abuse counselor,,drug_abuse_counselor
21-1012,student development advisor,,student_development_advisor
21-1012,education counselor,,education_counselor
21-1012,admission counselor,,admissions_counselor
21-1012,adviser,,adviser
21-1012,counselor,,counselor
21-1012,"educational , guidance , and career counselor and advisor",,"educational,_guidance,_and_career_counselors_and_advisors"
21-1012,career technical counselor,,career_technical_counselor
21-1012,student advisor,,student_advisor
21-1012,student service counselor,,student_services_counselor
21-1012,international student counselor,,international_student_counselor
21-1012,guidance counselor,,guidance_counselor
21-1012,student succes counselor,,student_success_counselor
21-1012,study abroad advisor,,study_abroad_advisor
21-1012,vocational adviser,,vocational_adviser
21-1012,school adjustment counselor,,school_adjustment_counselor
21-1012,career counselor,,career_counselor
21-1012,school guidance counselor,,school_guidance_counselor
21-1012,advisor,,advisor
21-1013,therapist,,therapist
21-1013,family counselor,,family_counselor
21-1013,counselor,,counselor
21-1013,marriage counselor,,marriage_counselor
21-1013,marriage and family therapist,,marriage_and_family_therapists
21-1013,couple therapist,,couples_therapist
21-1013,family therapist,,family_therapist
21-1013,marriage therapist,,marriage_therapist
21-1013,relationship counselor,,relationship_counselor
21-1014,licensed mental health counselor,,licensed_mental_health_counselor
21-1014,licensed clinical mental health counselor,,licensed_clinical_mental_health_counselor
21-1014,clinical mental health counselor,,clinical_mental_health_counselor
21-1014,counselor,,counselor
21-1014,counselor,,counselors
21-1014,mental health counselor,,mental_health_counselors
21-1015,counselor,,counselors
21-1015,certified rehabilitation counselor,,certified_rehabilitation_counselor
21-1015,veteran rehabilitation counselor,,veterans_rehabilitation_counselor
21-1015,counselor,,counselor
21-1015,psychosocial rehabilitation counselor,,psychosocial_rehabilitation_counselor
21-1015,vocational rehabilitation counselor,,vocational_rehabilitation_counselor
21-1015,vocational rehabilitation job coach,,vocational_rehabilitation_job_coach
21-1015,coach,,coach
21-1015,rehabilitation counselor,,rehabilitation_counselors
21-1019,"counselor , all other",,"counselors,_all_other"
21-1019,anger control counselor,,anger_control_counselor
21-1019,grief counselor,,grief_counselor
21-1019,counselor,,counselor
21-1019,aid counselor,,aids_counselor
21-1019,hiv counselor,,hiv_counselor
21-1019,sexual assault counselor,,sexual_assault_counselor
21-1021,child abuse worker,,child_abuse_worker
21-1021,family service caseworker,,family_service_caseworker
21-1021,child and family service worker,,child_and_family_services_worker
21-1021,child protective service specialist,,child_protective_services_specialist
21-1021,school social worker,,school_social_worker
21-1021,specialist,,specialist
21-1021,"certified child , youth , and family social worker",,"certified_children,_youth,_and_family_social_worker"
21-1021,"child , family , and school social worker",,"child,_family,_and_school_social_workers"
21-1021,caseworker,,caseworker
21-1021,child protective service social worker,,child_protective_services_social_worker
21-1021,family preservation worker,,family_preservation_worker
21-1021,child welfare worker,,child_welfare_worker
21-1021,foster care worker,,foster_care_worker
21-1021,foster care social worker,,foster_care_social_worker
21-1021,child welfare social worker,,child_welfare_social_worker
21-1021,worker,,worker
21-1022,hospice home care social worker,,hospice_home_care_social_worker
21-1022,worker,,workers
21-1022,medical social worker,,medical_social_worker
21-1022,hospice social worker,,hospice_social_worker
21-1022,public health social worker,,public_health_social_worker
21-1022,worker,,worker
21-1022,neonatal social worker,,neonatal_social_worker
21-1022,healthcare social worker,,healthcare_social_workers
21-1022,nephrology social worker,,nephrology_social_worker
21-1022,aid social worker,,aids_social_worker
21-1022,oncology social worker,,oncology_social_worker
21-1022,pediatric social worker,,pediatric_social_worker
21-1022,hospital social worker,,hospital_social_worker
21-1023,psychotherapist social worker,,psychotherapist_social_worker
21-1023,worker,,worker
21-1023,drug abuse social worker,,drug_abuse_social_worker
21-1023,community mental health social worker,,community_mental_health_social_worker
21-1023,mental health and substance abuse social worker,,mental_health_and_substance_abuse_social_workers
21-1023,psychiatric social worker,,psychiatric_social_worker
21-1029,adult protective service social worker,,adult_protective_service_social_worker
21-1029,criminal justice social worker,,criminal_justice_social_worker
21-1029,"social worker , all other",,"social_workers,_all_other"
21-1029,sexual assault social worker,,sexual_assault_social_worker
21-1029,worker,,worker
21-1029,forensic social worker,,forensic_social_worker
21-1091,specialist,,specialist
21-1091,specialist,,specialists
21-1091,certified health education specialist,,certified_health_education_specialist
21-1091,diabetes educator,,diabetes_educator
21-1091,health education specialist,,health_education_specialists
21-1091,health educator,,health_educator
21-1091,coordinator,,coordinator
21-1091,educator,,educator
21-1091,community health education coordinator,,community_health_education_coordinator
21-1092,parole agent,,parole_agent
21-1092,juvenile probation officer,,juvenile_probation_officer
21-1092,parole officer,,parole_officer
21-1092,specialist,,specialist
21-1092,officer,,officer
21-1092,correctional treatment specialist,,correctional_treatment_specialist
21-1092,probation officer,,probation_officer
21-1092,probation officer and correctional treatment specialist,,probation_officers_and_correctional_treatment_specialists
21-1093,aide,,aide
21-1093,social and human service assistant,,social_and_human_service_assistants
21-1093,social work assistant,,social_work_assistant
21-1093,family service assistant,,family_service_assistant
21-1093,assistant,,assistant
21-1093,worker,,worker
21-1093,human service worker,,human_services_worker
21-1093,addiction counselor assistant,,addictions_counselor_assistant
21-1093,case work aide,,case_work_aide
21-1094,peer health promoter,,peer_health_promoter
21-1094,promoter,,promoter
21-1094,community health advisor,,community_health_advisor
21-1094,advocate,,advocate
21-1094,worker,,workers
21-1094,community health representative,,community_health_representative
21-1094,advisor,,advisor
21-1094,community health worker,,community_health_workers
21-1094,lay health advocate,,lay_health_advocate
21-1094,representative,,representative
21-1099,worker,,worker
21-1099,officer,,officer
21-1099,"community and social service specialist , all other",,"community_and_social_service_specialists,_all_other"
21-1099,veteran service officer,,veterans_service_officer
21-1099,community organization worker,,community_organization_worker
21-2011,college chaplain,,college_chaplain
21-2011,cantor,,cantor
21-2011,minister,,minister
21-2011,pastor,,pastor
21-2011,youth pastor,,youth_pastor
21-2011,parish priest,,parish_priest
21-2011,chaplain,,chaplain
21-2011,hospital chaplain,,hospital_chaplain
21-2021,religiou education coordinator,,religious_education_coordinator
21-2021,parish religiou education director,,parish_religious_education_director
21-2021,campu ministry director,,campus_ministry_director
21-2021,christian education minister,,christian_education_minister
21-2021,education minister,,education_minister
21-2021,youth ministry director,,youth_ministry_director
21-2021,religiou activity director,,religious_activities_director
21-2021,religiou education director,,religious_education_director
21-2021,director,,director
21-2021,minister,,minister
21-2021,student ministry director,,student_ministries_director
21-2021,coordinator,,coordinator
21-2099,missionary,,missionary
21-2099,nurse,,nurse
21-2099,christian science nurse,,christian_science_nurse
21-2099,"religiou worker , all other",,"religious_workers,_all_other"
21-2099,sacristan,,sacristan
21-2099,worker,,worker
21-2099,mohel,,mohel
21-2099,pastoral worker,,pastoral_worker
23-1011,conservator,,conservator
23-1011,assistant counsel,,assistant_counsel
23-1011,commonwealth attorney,,commonwealth_attorney
23-1011,counselor,,counselor
23-1011,agency legal counsel,,agency_legal_counsel
23-1011,trial attorney,,trial_attorney
23-1011,probate lawyer,,probate_lawyer
23-1011,corporate attorney,,corporate_attorney
23-1011,city attorney,,city_attorney
23-1011,lawyer,,lawyer
23-1011,assistant attorney general,,assistant_attorney_general
23-1011,lawyer,,lawyers
23-1011,defense attorney,,defense_attorney
23-1011,brief writer,,brief_writer
23-1011,counsel,,counsel
23-1011,prosecutor,,prosecutor
23-1011,attorney,,attorney
23-1011,environmental attorney,,environmental_attorney
23-1011,corporate counselor,,corporate_counselor
23-1011,deputy chief counsel,,deputy_chief_counsel
23-1011,estate conservator,,estate_conservator
23-1011,public defender,,public_defender
23-1011,writer,,writer
23-1011,associate attorney,,associate_attorney
23-1011,trial lawyer,,trial_lawyer
23-1011,sport attorney,,sports_attorney
23-1011,district attorney,,district_attorney
23-1011,attorney general,,attorney_general
23-1011,general counsel,,general_counsel
23-1011,deputy attorney general,,deputy_attorney_general
23-1011,attorney at law,,attorney_at_law
23-1011,insurance attorney,,insurance_attorney
23-1011,legal counsel,,legal_counsel
23-1011,assistant corporation counsel,,assistant_corporation_counsel
